"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","coordinateUncertaintyInMeters","lifeStage","occurrenceRemarks","informationWithheld","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","gadm","individualCount","continent","vernacularName","locality","higherClassification","samplingProtocol","infraspecificEpithet","sex","elevation","elevationAccuracy","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","habitat","institutionID","samplingEffort","county","municipality","eventRemarks","language","type","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","identificationReferences","recordNumber","nomenclaturalCode","georeferencedBy","verbatimCoordinateSystem","locationID","datasetID","waterBody","preparations","verbatimSRS","otherCatalogNumbers","verbatimTaxonRank","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","parentEventID","locationAccordingTo","locationRemarks","previousIdentifications","fieldNotes","projectId","dynamicProperties","fieldNumber","verbatimElevation","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","institutionKey","collectionID","reproductiveCondition","collectionKey","accessRights","georeferencedDate","island","nameAccordingTo","disposition","georeferenceProtocol","georeferenceSources","georeferenceRemarks","dataGeneralizations","taxonRemarks","acceptedNameUsage","ownerInstitutionCode","associatedReferences","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","behavior","bibliographicCitation","organismID","higherGeographyID","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","taxonConceptID","lithostratigraphicTerms"
"499","1038570508","Cebus capucinus (Linnaeus, 1758)",9.294765,-79.938927,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:22:54.426+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2009,1,11,"2009-01-11T00:00:00",NA,"2021-03-09T21:22:54.426+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PAN","none","none","Panama",NA,NA,NA,NA,NA,NA,"naturgucker","1038570508",NA,NA,"881932368","-991227424",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Tank Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","920999816","Cebus capucinus (Linnaeus, 1758)",8.797547,-83.602524,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:22:44.419+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2007,4,10,"2007-04-10T00:00:00",NA,"2021-03-09T21:22:44.419+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","920999816",NA,NA,"1963945989","815720756",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Sierpe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","921012636","Cebus capucinus (Linnaeus, 1758)",9.737482,-82.817688,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:27.890+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2004,3,18,"2004-03-18T00:00:00",NA,"2021-03-09T21:23:27.890+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921012636",NA,NA,"794562383","-837096666",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cahuita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","921019461","Cebus capucinus (Linnaeus, 1758)",9.655817,-82.753769,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:23:02.275+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,2004,8,19,"2004-08-19T00:00:00",NA,"2021-03-09T21:23:02.275+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921019461",NA,NA,"-1692779921","1713668200",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Viejo - Ortsgebiet mt Umgebung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","1142047615","Cebus capucinus (Linnaeus, 1758)",9.179722,-75.924444,"cdround,gass84,osiic,colmano,inmano","a1a94e37-171d-41b0-a65d-b75664d4f9c0","fbe29d53-6c40-411a-8e97-2d92a285c88e","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:06:42.145+00:00","2021-03-09T12:44:31.424+00:00",192,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,"Córdoba",2003,11,25,"2003-11-25T00:00:00",NA,"2021-03-09T12:44:31.424+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia",NA,"CVS:MAMIFEROS:2004:083",NA,NA,NA,NA,"CVS:83","1142047615","CVS:MAMIFEROS:2004:083",NA,"Yaneth Muñoz","MAMIFEROS:2004:083",NA,"Corporación Autónoma Regional de los Valles del Sinú y San Jorge (CVS)",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SOUTH_AMERICA","Mono capuchino","Pantano Bonito",NA,"Observación directa, presencia de huellas, rastros y  vocalización",NA,NA,NA,NA,NA,NA,NA,NA,"891.000.627-0","12 horas dia","Lorica",NA,NA,"es","Evento",NA,NA,NA,NA,NA,NA,"grados minutos  segundos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","1142047625","Cebus capucinus (Linnaeus, 1758)",8.4,-75.283333,"cdround,gass84,osiic,colmano,inmano","a1a94e37-171d-41b0-a65d-b75664d4f9c0","fbe29d53-6c40-411a-8e97-2d92a285c88e","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:06:42.145+00:00","2021-03-09T12:44:32.317+00:00",192,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,"Córdoba",2003,11,25,"2003-11-25T00:00:00",NA,"2021-03-09T12:44:32.317+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia",NA,"CVS:MAMIFEROS:2004:082",NA,NA,NA,NA,"CVS:82","1142047625","CVS:MAMIFEROS:2004:082",NA,"Yaneth Muñoz","MAMIFEROS:2004:082",NA,"Corporación Autónoma Regional de los Valles del Sinú y San Jorge (CVS)",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SOUTH_AMERICA","Mono capuchino","Hacienda Toronto",NA,"Observación directa, presencia de huellas, rastros y  vocalización",NA,NA,NA,NA,NA,NA,NA,NA,"891.000.627-0","12 horas dia","Pueblo Nuevo",NA,NA,"es","Evento",NA,NA,NA,NA,NA,NA,"grados minutos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","921011694","Cebus capucinus (Linnaeus, 1758)",9.780622,-84.603226,"cdround,gass84,colmano,inmano","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2021-03-03T02:24:10.239+00:00","2021-03-09T21:24:12.784+00:00",138,"bb646dff-a905-4403-a49b-6d378c2cf0d9","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,1997,3,9,"1997-03-09T00:00:00",NA,"2021-03-09T21:24:12.784+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,NA,NA,NA,NA,NA,"naturgucker","921011694",NA,NA,"1597687675","1363692326",NA,"naturgucker",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carara-Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","1019044708","Cebus capucinus (Linnaeus, 1758)",9.7547,-83.7914,"gass84,osiic,colmano,inmano","f11db245-3f9f-4fc6-a0cc-12b4124d081b","5ffa575c-fcd4-4583-9611-545f67b04316","aafdc932-75f7-4414-9d40-faf72a525aec","US","DWC_ARCHIVE","2021-03-03T03:20:33.097+00:00","2021-03-09T13:09:53.518+00:00",145,"5ffa575c-fcd4-4583-9611-545f67b04316","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU","1997-01-01T00:00:00","Cartago",1997,7,25,"1997-07-25T00:00:00","2015-02-09T15:44:05.000+00:00","2021-03-09T13:09:53.518+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB23571",NA,"25 July 1997",NA,NA,"Recordings","1019044708","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB23571",NA,"Gaunt, S. L. L. (Sandra L. L.)","BLB23571",NA,"Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Sendero Arboles Caidos, along stream, Tapanti National Forest, Orasi Valley, Cartago, Costa Rica",NA,"none specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seen: seen; Weather: overcast, drizzle; Temperature: 21°F; Distance: 55m; Rainforest.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified","Locality: BLB",NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","1019038863","Cebus capucinus (Linnaeus, 1758)",10.25,-84.7167,"gass84,osiic,colmano,inmano","f11db245-3f9f-4fc6-a0cc-12b4124d081b","5ffa575c-fcd4-4583-9611-545f67b04316","aafdc932-75f7-4414-9d40-faf72a525aec","US","DWC_ARCHIVE","2021-03-03T03:20:33.097+00:00","2021-03-09T13:09:49.821+00:00",145,"5ffa575c-fcd4-4583-9611-545f67b04316","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU","1992-01-01T00:00:00",NA,1992,2,6,"1992-02-06T00:00:00","2015-02-09T15:46:57.000+00:00","2021-03-09T13:09:49.821+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB18156",NA,"6 February 1992",NA,NA,"Recordings","1019038863","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB18156",NA,"Gaunt, S. L. L. (Sandra L. L.)","BLB18156",NA,"Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Penas Blancas Valley, remnant trees in grassland, Monteverde Cloud Forest Reserve, Santa Elena (E of), Alajuela & Puntarenas, Costa Rica",NA,"none specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seen: seen; Distance: 30m; Penas Blancas valley is technially not part of Reserve but is surrounded by Reserve, east of east end of El Camino, Bosque Nuboso Atlantica.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified","Locality: BLB",NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","1019053478","Cebus capucinus (Linnaeus, 1758)",8.5,-83.5,"gass84,osiic,colmano,inmano","f11db245-3f9f-4fc6-a0cc-12b4124d081b","5ffa575c-fcd4-4583-9611-545f67b04316","aafdc932-75f7-4414-9d40-faf72a525aec","US","DWC_ARCHIVE","2021-03-03T03:20:33.097+00:00","2021-03-09T13:09:48.995+00:00",145,"5ffa575c-fcd4-4583-9611-545f67b04316","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU","1992-01-01T00:00:00","Puntarenas",1992,12,15,"1992-12-15T00:00:00","2015-02-09T15:44:06.000+00:00","2021-03-09T13:09:48.995+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CRI","none","none","Costa Rica",NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB31321",NA,"15 December 1992",NA,NA,"Recordings","1019053478","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB31321",NA,"McCallum, D. A. (D. Archibald)","BLB31321",NA,"Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Peninsula de Osa, Peninsula de Osa, Pt. Jiminez, Puntarenas, Costa Rica",NA,"none specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown number; Seen: unknown if seen;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified","Locality: BLB",NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","197038981","Cebus capucinus (Linnaeus, 1758)",-0.9,-79.617,"elnn,gass84,colmafu,inmano","4d749d70-e2e1-11dd-8102-b8a03c50a862","335880a0-e2e1-11dd-8102-b8a03c50a862","605ef338-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-03-03T20:23:59.022+00:00","2021-03-09T14:08:14.066+00:00",68,"335880a0-e2e1-11dd-8102-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2436637,1,44,359,798,9621,2436635,2436637,2436637,"Cebus capucinus (Linnaeus, 1758)","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SPECIES","ACCEPTED","VU",NA,NA,1991,2,2,"1991-02-02T00:00:00",NA,"2021-03-09T14:08:14.066+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","ECU","none","none","Ecuador",NA,"197038981",NA,NA,NA,NA,"6","197038981",NA,NA,"Louise H. Emmons","23360",NA,"Conservation International",NA,NA,NA,NA,"Cebus capucinus (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerro Mutiles",NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a081215a-ade9-4767-8457-21b98103cc01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","665832033","Cebus capucinus capucinus",8.097215,-77.213341,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.984+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Choco",1950,3,16,"1950-03-16T00:00:00",NA,"2021-03-30T10:22:13.984+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","a4dfc32b-8a8f-4c2a-9f86-1cae69dd58f7",NA,NA,NA,NA,"Mammals","665832033","a4dfc32b-8a8f-4c2a-9f86-1cae69dd58f7",NA,"P. Hershkovitz","69648",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Unguia","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","MALE",NA,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-4095",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull,skel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degrees minutes seconds",NA,NA,NA,NA,"9594",NA,"South America, Colombia, Choco, Neotropics: Unguia",NA,NA,"16","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568873",NA,NA,NA,NA,NA,NA
"513","665832034","Cebus capucinus capucinus",8.097215,-77.213341,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.969+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5786130,1,44,359,798,9621,2436635,2436637,5786130,"Cebus capucinus capucinus","Animalia","Chordata","Primates","Cebidae","Cebus","Cebus capucinus","Cebus","capucinus","SUBSPECIES","ACCEPTED","EN",NA,"Choco",1950,4,2,"1950-04-02T00:00:00",NA,"2021-03-30T10:22:13.969+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","COL","none","none","Colombia","The Field Museum of Natural History","a59dab12-a9fb-4c6d-8a30-996faad46684",NA,NA,NA,NA,"Mammals","665832034","a59dab12-a9fb-4c6d-8a30-996faad46684",NA,"P. Hershkovitz","69649",NA,"FMNH",NA,NA,NA,NA,"Cebus capucinus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Unguia","Animalia Chordata Mammalia Primates Cebidae",NA,"capucinus","FEMALE",NA,NA,NA,NA,NA,NA,"FMNH",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"PH-4222",NA,NA,NA,NA,"mammals-24-sep-2020",NA,"skin,skull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degrees minutes seconds",NA,NA,NA,NA,"9595",NA,"South America, Colombia, Choco, Neotropics: Unguia",NA,NA,"2","e71f36f1-e271-4720-a604-3c5a1418e7aa","Mammals",NA,"6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,NA,NA,NA,"FMNH",NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,NA,NA,"2568874",NA,NA,NA,NA,NA,NA
