"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","establishmentMeans","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","institutionKey","collectionKey","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","institutionID","nomenclaturalCode","verbatimEventDate","higherGeography","endDayOfYear","georeferenceVerificationStatus","locality","verbatimLocality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","vernacularName","institutionCode","rights","startDayOfYear","occurrenceRemarks","accessRights","behavior","name","individualCount","sex","dateIdentified","coordinateUncertaintyInMeters","dynamicProperties","identificationVerificationStatus","locationAccordingTo","preparations","eventTime","identificationRemarks","identifiedBy","georeferencedDate","recordNumber","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","collectionID","higherClassification","georeferenceSources","elevation","rightsHolder","higherGeographyID","locationRemarks","georeferenceRemarks","disposition","ownerInstitutionCode","county","fieldNumber","lifeStage","waterBody","habitat","datasetName","elevationAccuracy","eventRemarks","bibliographicCitation","eventID","locationID","identificationID","originalNameUsage","verbatimTaxonRank","recordedByIDs.type","recordedByIDs.value","nameAccordingTo","projectId","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","associatedReferences","taxonID","taxonConceptID","lithostratigraphicTerms","X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","datasetID","parentNameUsage"
"35","1321638422","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:05.805+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,2,"1968-03-02T00:00:00",NA,"2021-09-08T13:30:05.805+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3c42ac975-4fdb-4980-bfca-3776fae07e8c","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"2 Mar 1968","South America, Venezuela, Zulia","62",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1321638422","http://n2t.net/ark:/65665/3c42ac975-4fdb-4980-bfca-3776fae07e8c","PhysicalObject","Smithsonian Venezuelan Project","443746",NA,"USNM",NA,"62",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41306",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","1321690355","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:25.594+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,1,"1968-03-01T00:00:00",NA,"2021-09-08T13:29:25.594+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3c679972a-fb94-4323-9307-5969415707c3","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"1 Mar 1968","South America, Venezuela, Zulia","61",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1321690355","http://n2t.net/ark:/65665/3c679972a-fb94-4323-9307-5969415707c3","PhysicalObject","Smithsonian Venezuelan Project","443745",NA,"USNM",NA,"61",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41303",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","1321787385","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:43.939+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,26,"1968-03-26T00:00:00",NA,"2021-09-08T13:28:43.939+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3cacaf9e1-eb7e-4383-85c1-1f7383a6ea80","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"26 Mar 1968","South America, Venezuela, Zulia","86",NA,"El Rosario, 57 Km WNW Encontrados, Espana",NA,NA,"Mammals","1321787385","http://n2t.net/ark:/65665/3cacaf9e1-eb7e-4383-85c1-1f7383a6ea80","PhysicalObject","Smithsonian Venezuelan Project","443374",NA,"USNM",NA,"86",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skull",NA,NA,NA,NA,"42170",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,61,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","1321797806","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:13.282+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,23,"1968-03-23T00:00:00",NA,"2021-09-08T13:30:13.282+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3cb4382f2-65e7-42a7-81b1-db4dc1cbc788","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"23 Mar 1968","South America, Venezuela, Zulia","83",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1321797806","http://n2t.net/ark:/65665/3cb4382f2-65e7-42a7-81b1-db4dc1cbc788","PhysicalObject","Smithsonian Venezuelan Project","443373",NA,"USNM",NA,"83",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skull",NA,NA,NA,NA,"42106",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","1321907122","Aotus trivirgatus (Humboldt, 1811)",9.2,-72.63,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:21.147+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,18,"1968-03-18T00:00:00",NA,"2021-09-08T13:29:21.147+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3d01d4411-cf83-4c13-8c65-45c537b21d9e","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"18 Mar 1968","South America, Venezuela, Zulia","78",NA,"El Rosario, 45 Km WNW Encontrados",NA,NA,"Mammals","1321907122","http://n2t.net/ark:/65665/3d01d4411-cf83-4c13-8c65-45c537b21d9e","PhysicalObject","Smithsonian Venezuelan Project","456550",NA,"USNM",NA,"78",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skull",NA,NA,NA,NA,"42086",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","1322275877","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:06.943+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,30,"1968-03-30T00:00:00",NA,"2021-09-08T13:30:06.943+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3e0705b76-b798-4e6d-8ff8-013e7d5947ce","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"30 Mar 1968","South America, Venezuela, Zulia","90",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1322275877","http://n2t.net/ark:/65665/3e0705b76-b798-4e6d-8ff8-013e7d5947ce","PhysicalObject","Smithsonian Venezuelan Project","443625",NA,"USNM",NA,"90",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"42571",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","1322375801","Aotus trivirgatus (Humboldt, 1811)",9.18,-72.7,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:46.192+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,7,"1968-03-07T00:00:00",NA,"2021-09-08T13:28:46.192+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3e4da037b-862f-4589-be86-3cd2bc6b901b","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"7 Mar 1968","South America, Venezuela, Zulia","67",NA,"El Rosario, 51 Km WNW Encontrados",NA,NA,"Mammals","1322375801","http://n2t.net/ark:/65665/3e4da037b-862f-4589-be86-3cd2bc6b901b","PhysicalObject","Smithsonian Venezuelan Project","443609",NA,"USNM",NA,"67",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41634",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","1322511152","Aotus trivirgatus (Humboldt, 1811)",9.2,-72.63,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:11.079+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,16,"1968-03-16T00:00:00",NA,"2021-09-08T13:30:11.079+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3ead6494c-bcc0-40b8-8948-e8f1083f1fad","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"16 Mar 1968","South America, Venezuela, Zulia","76",NA,"El Rosario, 45 Km WNW Encontrados",NA,NA,"Mammals","1322511152","http://n2t.net/ark:/65665/3ead6494c-bcc0-40b8-8948-e8f1083f1fad","PhysicalObject","Smithsonian Venezuelan Project","443613",NA,"USNM",NA,"76",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"42073",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1322883863","Aotus trivirgatus (Humboldt, 1811)",9.2,-72.63,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:25.747+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Zulia",1968,3,1,"1968-03-01T00:00:00",NA,"2021-09-08T13:29:25.747+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3fb5d7592-aba5-44ab-bef0-5665b7cb74c0","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"1 Mar 1968","South America, Venezuela, Zulia","61",NA,"El Rosario, 48 Km WNW Encontrados",NA,NA,"Mammals","1322883863","http://n2t.net/ark:/65665/3fb5d7592-aba5-44ab-bef0-5665b7cb74c0","PhysicalObject","Smithsonian Venezuelan Project","443743",NA,"USNM",NA,"61",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"41298",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,54,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1320163192","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:08.825+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,4,NA,"1968-04-01T00:00:00",NA,"2021-09-08T13:30:08.825+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/382f40ff4-26b7-4dd6-81bd-8fa3050b4462","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"-- Apr 1968","South America, Venezuela, Tachira","121",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1320163192","http://n2t.net/ark:/65665/382f40ff4-26b7-4dd6-81bd-8fa3050b4462","PhysicalObject","Smithsonian Venezuelan Project","443736",NA,"USNM",NA,"121",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"24229",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","1320194474","Aotus trivirgatus (Humboldt, 1811)",8.17,-72.17,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:02.830+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Tachira",1968,4,NA,"1968-04-01T00:00:00",NA,"2021-09-08T13:30:02.830+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/384583730-033c-4b12-ae99-100f859056fa","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"-- Apr 1968","South America, Venezuela, Tachira","121",NA,"Las Mesas, 17 Km NE San Juan De Colon",NA,NA,"Mammals","1320194474","http://n2t.net/ark:/65665/384583730-033c-4b12-ae99-100f859056fa","PhysicalObject","Smithsonian Venezuelan Project","443738",NA,"USNM",NA,"121",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,NA,NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"24231",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,460,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Premontane very humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
