"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","sex","occurrenceRemarks","year","month","day","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","preparationType","individualCount","coordinatePrecision","geoFlag","scientificNameAuthorship","previousCatalogNumber","typeStatus","relationshipType"
"118","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281675","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","578","South America","Colombia","Magdalena",NA,NA,NA,NA,NA,"1942","8","30",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"119","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281676","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","579","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","8","30",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"120","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281677","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","584","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","2",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"121","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281678","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","616","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","11",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"122","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281739","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","617","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","11",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"123","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281740","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","618","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","11",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"124","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281741","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","737","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","26",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"125","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281742","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","749","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","29",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"126","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281743","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","750","South America","Colombia","Cesar","Rio Guaimaral",NA,NA,NA,NA,"1942","9","29",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"127","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281744","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","850","South America","Colombia","Cesar","Rio Cesar, Opposite El Orinoco",NA,NA,NA,NA,"1942","10","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"128","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281745","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","851","South America","Colombia","Cesar","Rio Cesar, Opposite El Orinoco",NA,NA,NA,NA,"1942","10","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"129","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281746","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","852","South America","Colombia","Cesar","Rio Cesar, Opposite El Orinoco",NA,NA,NA,NA,"1942","10","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"130","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281747","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","853","South America","Colombia","Cesar","Rio Cesar, Opposite El Orinoco",NA,NA,NA,NA,"1947","10","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"131","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281748","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1377","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","1","22",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"132","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281749","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1378","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","1","22",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"133","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281750","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1520","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","5",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"134","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281751","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1578","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","13",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"135","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281752","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1579","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","13",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"136","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281754","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1581","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","13",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"137","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281755","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1582","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","13",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"138","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281756","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1646","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"139","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281758","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1648","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"140","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281759","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1649","South America","Colombia","Cesar","Villanueva",NA,NA,NA,NA,"1943","2","16",NA,NA,"Valledupar District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"141","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281760","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1784","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","6",NA,NA,"Fonseca District",NA,NA,"Mounted skin; Skull","1",NA,NA,NA,NA,NA,NA
"142","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281761","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1785","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","6",NA,NA,"Fonseca District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"143","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281762","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1838","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","11",NA,NA,"Fonseca District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"144","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281763","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1839","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","11",NA,NA,"Fonseca District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"145","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281764","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1866","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","14",NA,NA,"Fonseca District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"146","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281765","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1867","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","14",NA,NA,"Fonseca District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"147","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281766","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1868","South America","Colombia","La Guajira","Las Marimondas, Sierra Negra, E Andes",NA,NA,NA,NA,"1943","3","14",NA,NA,"Fonseca District",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"148","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281767","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2106","South America","Colombia","Bolivar","Norosi, Rio S. Pedro",NA,NA,NA,NA,"1943","6","20",NA,NA,"Mompos",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"149","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281768","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2107","South America","Colombia","Bolivar","Norosi, Rio S. Pedro",NA,NA,NA,NA,"1943","6","20",NA,NA,"Mompos",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"150","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281769","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2108","South America","Colombia","Bolivar","Norosi, Rio S. Pedro",NA,NA,NA,NA,"1943","6","20",NA,NA,"Mompos",NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"151","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281770","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2181","South America","Colombia","Cesar","Rio Magdalena, La Gloria",NA,NA,NA,NA,"1943","7","2",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"152","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281771","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2182","South America","Colombia","Cesar","Rio Magdalena, La Gloria",NA,NA,NA,NA,"1943","7","2",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"153","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281772","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2183","South America","Colombia","Cesar","Rio Magdalena, La Gloria",NA,NA,NA,NA,"1943","7","2",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"154","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281773","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2248","South America","Colombia","Norte De Santander","San Calixto; Rio Tarra",NA,NA,NA,NA,"1943","7","23",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"155","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281774","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2249","South America","Colombia","Norte De Santander","San Calixto; Rio Tarra",NA,NA,NA,NA,"1943","7","23",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"156","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281775","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2311","South America","Colombia","Norte De Santander","San Calixto; Rio Tarra",NA,NA,NA,NA,"1943","8","5",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"157","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281776","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","2312","South America","Colombia","Norte De Santander","San Calixto; Rio Tarra",NA,NA,NA,NA,"1943","8","5",NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"158","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","281777","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"P. Hershkovitz","1158","South America","Colombia","La Guajira","Villanueva, Sierra Negra",NA,NA,NA,NA,"1942","12","20",NA,NA,NA,NA,NA,"Skull","1",NA,NA,NA,NA,NA,NA
"159","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","3342","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"A. Schott","No Number","South America","Colombia",NA,"Atrato River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin; Skull","1",NA,NA,NA,NA,NA,NA
"160","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","3344","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"A. Schott","62","South America","Colombia",NA,"Atrato River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin","1",NA,NA,NA,NA,NA,NA
"161","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","3345","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"A. Schott","62","South America","Colombia",NA,"Atrato River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin","1",NA,NA,NA,NA,NA,NA
"162","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","3347","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"A. Schott","No Number","South America","Colombia",NA,"Atrato River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin","1",NA,NA,NA,NA,NA,NA
"163","2021-07-18 22:00:02-03","USNM","US-ANIMALIA","3348","PreservedSpecimen","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,"A. Schott","62","South America","Colombia",NA,"Atrato River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin","1",NA,NA,NA,NA,NA,NA
"164","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7983","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Boa Vista",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"165","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7679","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Santa Cruz",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"166","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7859","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Já Começa",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"167","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","816","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena; Alto Juruá- Rio Breu",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"168","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7791","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","São Pedro",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"169","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7811","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Bom Princípio I",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"170","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","8357","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,"-72.67","-7.64777777777778",NA,"Artigo: Novos hospedeiros do Plasmodium brasilianum no Estado do Acre, Brasil: o uacari Cacajao rubicundus rubicundus, o guariba Alouatta seniculus seniculus e o macaco barrigudo Lagothrix lagothrix poeppigii - Ferreira Neto J.A. - Deane L.M. 1973",NA,NA,NA,NA,NA,"Cruzeiro do Sul","-72.67","-7.64777777777778",NA,NA,NA,NA,NA,NA,NA,NA
"171","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","805","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Propriedade rural- AC-90- km 55; Riozinho do Andirá",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"172","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","822","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal Boca da Pedra; Cabeceira do Rio Tarauacá- margem esquerda",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"173","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7734","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Serrado",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista Chico Mendes/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"174","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","209","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Rio Iaco; Rio Iaco","-68.725","-9.25",NA,"Relatório: Caracterização da fauna da bacia do Rio Branco/ Acre - Alho C.J.R. 1990",NA,NA,NA,NA,NA,NA,"-68.725","-9.25",NA,NA,NA,NA,NA,NA,NA,NA
"175","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","818","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Terra Indígena Mantinere; Rio Iaco",NA,NA,NA,"Monografia: Distribuição de primatas não-humanos no Estado do Acre e vizinhanças: um estudo preliminar - Fernandes M.C.A.G. 1990",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"176","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","357","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Seringal Oriente; Rio Juruá- perto da Vila Taumaturgo","-72.775","-8.82916666666667",NA,"Artigo: Estudo comparativo das espécies do gênero Alouatta Lacèpéde- 1799 (Platyrrhini- Cebidae) e sua distribuição geográfica na América do Sul - Hirsch A.- Landau E.C- Tedeschi A.C.M. - Menegheti J.O. 1991",NA,NA,NA,NA,NA,NA,"-72.775","-8.82916666666667",NA,NA,NA,NA,NA,NA,NA,NA
"177","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","389","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,"Livro: The pictorial guide to the living primates - Rowe N.- Goodall J. - Mittermeier R.A. 1996",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
"178","2010-03-08 13:52:53-03","SEMA-Acre","ZEE_MAM","7590","S","Animalia",NA,"Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil","Acre","Retiro",NA,NA,NA,"Não publicado: A caça de Subsistência na Reserva Extrativista São Luis do Remanso/AC: caracterização- consumo e estratégias de caça. - Medeiros M.F.S.T. 1999",NA,NA,NA,NA,NA,NA,"0.0","0.0",NA,NA,NA,NA,NA,NA,NA,NA
