"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","sex","occurrenceRemarks","year","month","day","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","preparationType","individualCount","coordinatePrecision","geoFlag","scientificNameAuthorship","previousCatalogNumber","typeStatus","relationshipType"
"338","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1851.4.23.2","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4071635",NA,NA
"339","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1851.4.23.3","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4071638",NA,NA
"340","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1876.2.12.5","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1829","09","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4073066",NA,NA
"341","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1903.9.1.1","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1902","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4074486","holotype",NA
"342","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1903.9.1.1","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1902","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4074485","holotype",NA
"343","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1903.9.1.1","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1902","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4074484","holotype",NA
"344","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1903.9.1.2","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4074490","paratype",NA
"345","2015-02-23 14:57:15-03","NHMLondon","NHM-LONDON-ZOO","1903.9.1.2","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4074489","paratype",NA
"346","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.10","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1926","08","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078859",NA,NA
"347","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.10","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1926","08","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078860",NA,NA
"348","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.11","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1925","09","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078863",NA,NA
"349","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.11","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1925","09","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078864",NA,NA
"350","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.12","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"female",NA,"1925","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078868",NA,NA
"351","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.12","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"female",NA,"1925","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078867",NA,NA
"352","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.12","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"female",NA,"1925","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078869",NA,NA
"353","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.9","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1926","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078854",NA,NA
"354","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.9","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1926","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078856",NA,NA
"355","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1927.8.11.9","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1926","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4078855",NA,NA
"356","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1977,59","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"male",NA,"1964","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087210",NA,NA
"357","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1977,6","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"indeterminate",NA,"1964","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087204",NA,NA
"358","2016-08-23 09:42:09-03","NHMLondon","NHM-LONDON-ZOO","1977,61","S","Animalia","Chordata","Mammalia","Primates",NA,"Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"indeterminate",NA,"1964","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4087213",NA,NA
"359","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5465","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Amazonas","Bananaposo Río Igara Paraná","-72.1","-2.08333333333333",NA,"Informe de correrias por los ríos Putumayo, Caraparaná e Igaraparaná : Segundo semestre de 1991 ECHEVERRI, Juan A.;MONTENEGRO DIAZ, Olga L.;RIVAS PAVA, María del P.;MUÑOZ SOSA, Diego L.",NA,NA,NA,NA,NA,"La Chorrera",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"360","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5115","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Meta","Puerto López Río Metica","-72.9552777777778","4.085",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Puerto López",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"361","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5437","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Putumayo","Vereda El Guadual 40 Km. noroccidente Puerto Leguízamo Río Caucayá","-74.995","0.158333333333333",NA,"Evaluación ecológica rápida del Parque Nacional natural La Paya, Putumayo, Colombia JAIMES, Vilma;POLANCO, Rocío;PIRAGUA, William",NA,NA,NA,NA,NA,"Puerto Leguízamo",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"362","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5416","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Guainía","Caño Rico Serranía De Naquen","-68.17","2.20166666666667",NA,"Amazon 1992. Final Report A Cambridge-RHBNC Expedition to Colombia KINGSTON, Tigga;BARLOW, Kate;NEWMAN, Jonathan;et al.",NA,NA,NA,NA,NA,"Puerto Colombia",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"363","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5415","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Guainía","Caño Rico Serranía De Naquen","-68.17","2.20166666666667",NA,"Amazon 1992. Final Report A Cambridge-RHBNC Expedition to Colombia KINGSTON, Tigga;BARLOW, Kate;NEWMAN, Jonathan;et al.",NA,NA,NA,NA,NA,"Puerto Colombia",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"364","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","4990","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Amazonas","Puerto Rastrojo Río Miritipaná","-70.5","-1",NA,"Observaciones sobre los primates del bajo río Mirití-Paraná, Amazonas, Colombia DEFLER, Thomas R.",NA,NA,NA,NA,NA,"Mirití Paraná",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"365","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5466","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Amazonas","La Chorrera Río Igara Paraná afluente Río Putumayo","-72.8544444444444","-1.42333333333333",NA,"Informe de correrias por los ríos Putumayo, Caraparaná e Igaraparaná : Segundo semestre de 1991 ECHEVERRI, Juan A.;MONTENEGRO DIAZ, Olga L.;RIVAS PAVA, María del P.;MUÑOZ SOSA, Diego L.",NA,NA,NA,NA,NA,"La Chorrera",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"366","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5478","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Amazonas","Puerto Arica Río Putumayo","-71.7369444444444","-2.13333333333333",NA,"Informe de correrias por los ríos Putumayo, Caraparaná e Igaraparaná : Segundo semestre de 1991 ECHEVERRI, Juan A.;MONTENEGRO DIAZ, Olga L.;RIVAS PAVA, María del P.;MUÑOZ SOSA, Diego L.",NA,NA,NA,NA,NA,"La Chorrera",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"367","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5116","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Vichada","Centro Administrativo Parque Nacional Natural El Tuparro, Río Tomo","-67.85","5.33333333333333",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Santa Rita",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"368","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5114","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Colombia","Caquetá","Cuba Río Caguán","-74.375","0.538333333333333",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Cartagena del Chairá",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"369","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63857","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Apure","El Pesquero Río Cinaruco","-67.2166666666667","6.58333333333333",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Pedro Camejo",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"370","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63860","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Apure","Medio Río Cinaruco afluente Río Orinoco","-67.35","6.51666666666667",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Achaguas",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"371","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63858","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Territorio Federal Amazonas","Yutajé","-66.1","5.6",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Atures",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"372","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63855","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Territorio Federal Amazonas","Culebra Río Cunucunuma afluente Río Orinoco","-65.8","3.71666666666667",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Atabapo",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"373","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63859","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Apure","Puerto Páez desembocadura Río Meta afluente Río Orinoco","-67.4666666666667","6.21666666666667",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Pedro Camejo",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"374","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63861","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Apure","Apurito Río Apurito","-68.45","7.93333333333333",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Achaguas",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"375","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63854","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Apure","Nulita","-71.9","7.3",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Páez",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"376","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63853","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Territorio Federal Amazonas","Tamatama Río Orinoco","-65.8333333333333","3.15",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Atabapo",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"377","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63856","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Bolívar","El Burro Río Orinoco","-67.3688888888889","6.2975",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Cedeño",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"378","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","63852","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,NA,NA,NA,"Venezuela","Territorio Federal Amazonas","Monoteri Río Mavaca","-67.0166666666667","2.3",NA,"Mammals of the Neotropics EISENBERG, John F.",NA,NA,NA,NA,NA,"Río Negro",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"379","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5844","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,NA,NA,NA,"Colombia","Meta","Guaicáramo Río Guavio","-73.0333333333333","4.71666666666667",NA,"Mammals from Colombia in USNM",NA,NA,NA,NA,NA,"Barranca de Upía",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"380","2006-01-12 00:00:00-02","Fundación Puerto Rastrojo <U+0096>- Colômbia","FPR-COLOMBIA","5015","O","Animalia","Chordata","Mammalia","Primates","Cebidae","Alouatta","seniculus","seniculus","Alouatta seniculus seniculus",NA,NA,NA,NA,"Colombia","Vaupés","Estación Caparú Lago Taraira Río Apaporis","-69.5","-1.09333333333333",NA,"Apéndices DEFLER, Thomas R.;DEFLER BENNETT, Sara;ARJONA, Beatriz",NA,NA,NA,NA,NA,"Taraira",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"381","2019-11-11 16:20:00-03","UNICAMP","FNJV","0004450","MachineObservation","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,"Curtis A. Marantz",NA,NA,"Peru","Not specified",NA,NA,NA,NA,"Tipo de vocalização: Canto",NA,NA,NA,NA,NA,"Not specified",NA,NA,NA,"1",NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0004450 class=audio target=fnjv>Maiores informações e Áudio</a>"
"382","2019-11-11 16:20:00-03","UNICAMP","FNJV","0007808","MachineObservation","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,"Paul A. Schwartz",NA,NA,"Venezuela","Not specified","Not specified",NA,NA,NA,"Tipo de vocalização: Canto",NA,NA,NA,NA,NA,"Not specified",NA,NA,NA,"1",NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0007808 class=audio target=fnjv>Maiores informações e Áudio</a>"
"383","2019-11-11 16:20:00-03","UNICAMP","FNJV","0007809","MachineObservation","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,"J. C. Roché",NA,NA,"Venezuela","Not specified","Not specified",NA,NA,NA,"Tipo de vocalização: Canto","1972","06",NA,NA,NA,"Not specified",NA,NA,NA,"1",NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0007809 class=audio target=fnjv>Maiores informações e Áudio</a>"
"384","2019-11-11 16:20:00-03","UNICAMP","FNJV","0007810","MachineObservation","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,"Parker",NA,NA,"Peru","Not specified","Not specified",NA,NA,NA,"Tipo de vocalização: Canto",NA,NA,NA,NA,NA,"Not specified",NA,NA,NA,"1",NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0007810 class=audio target=fnjv>Maiores informações e Áudio</a>"
"385","2019-11-11 16:20:00-03","UNICAMP","FNJV","0009815","MachineObservation","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,"Jacques Vielliard",NA,NA,"Brazil","Pará","Rio Cachorro",NA,NA,NA,"Tipo de vocalização: Canto","1987","11","27",NA,NA,"Cachoeira Porteira",NA,NA,NA,"1",NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0009815 class=audio target=fnjv>Maiores informações e Áudio</a>"
"386","2019-11-11 16:20:00-03","UNICAMP","FNJV","0032933","MachineObservation","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","seniculus",NA,"Alouatta seniculus",NA,"R. Vercauteren Drubbel",NA,NA,"French Guiana","Les Nouragues","Unspecified",NA,NA,NA,NA,"1987","05","03",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://www2.ib.unicamp.br/fnjv/collection.php?fnjv=0032933 class=audio target=fnjv>Maiores informações e Áudio</a>"
