"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","infraspecificEpithet","informationWithheld","occurrenceRemarks","individualCount","lifeStage","continent","vernacularName","locality","higherClassification","identifiedByIDs.type","identifiedByIDs.value","projectId","elevation","elevationAccuracy","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","habitat","institutionID","samplingEffort","county","language","type","taxonRemarks","http...rs.tdwg.org.dwc.terms.organismQuantityType","nomenclaturalCode","georeferencedBy","endDayOfYear","georeferenceVerificationStatus","verbatimSRS","verbatimCoordinateSystem","pointRadiusSpatialFit","footprintSRS","locationID","startDayOfYear","footprintSpatialFit","samplingProtocol","recordedByIDs.type","recordedByIDs.value","municipality","locationRemarks","collectionID","originalNameUsage","sex","download"
"Saguinus graellsi","1123024335","Leontocebus nigricollis (Spix, 1823)",-3.705467,-70.295052,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.753+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-06-06T00:00:00",25,"Amazonas",2007,6,6,"2007-06-06T00:00:00",NA,"2021-03-09T12:45:15.753+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:683",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024335","ENTROPIKA:683",NA,"Hannah Parathian","PRI683",NA,"ENTROPIKA",NA,"10:45:00","Hannah Parathian",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","8 km walked","Leticia","en","Evento",NA,NA,NA,"Hannah Parathian",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024341","Leontocebus nigricollis (Spix, 1823)",-3.691583,-70.282788,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.754+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-06-06T00:00:00",25,"Amazonas",2007,6,6,"2007-06-06T00:00:00",NA,"2021-03-09T12:45:15.754+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:682",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024341","ENTROPIKA:682",NA,"Hannah Parathian","PRI682",NA,"ENTROPIKA",NA,"10:28:00","Hannah Parathian",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,9,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Agua Pudre",NA,NA,NA,NA,115,41,NA,NA,NA,"Rainforest","900.136.118-1","8 km walked","Leticia","en","Evento",NA,NA,NA,"Hannah Parathian",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024346","Leontocebus nigricollis (Spix, 1823)",-3.717294,-70.308003,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.754+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-06-08T00:00:00",25,"Amazonas",2007,6,8,"2007-06-08T00:00:00",NA,"2021-03-09T12:45:15.754+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:689",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024346","ENTROPIKA:689",NA,"Hannah Parathian","PRI689",NA,"ENTROPIKA",NA,"05:57:00","Hannah Parathian",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,2,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","12 km walked","Leticia","en","Evento",NA,NA,NA,"Hannah Parathian",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024314","Leontocebus nigricollis (Spix, 1823)",-3.707115,-70.281326,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.756+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-08-31T00:00:00",25,"Amazonas",2007,8,31,"2007-08-31T00:00:00",NA,"2021-03-09T12:45:15.756+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:693",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024314","ENTROPIKA:693",NA,"Juliana Ospina","PRI693",NA,"ENTROPIKA",NA,NA,"Juliana Ospina",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,9,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Agua Pudre",NA,NA,NA,NA,115,41,NA,NA,NA,"Rainforest","900.136.118-1","8 km walked","Leticia","en","Evento",NA,NA,NA,"Juliana Ospina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024301","Leontocebus nigricollis (Spix, 1823)",-3.761091,-70.193401,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.760+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-09-25T00:00:00",25,"Amazonas",2007,9,25,"2007-09-25T00:00:00",NA,"2021-03-09T12:45:15.760+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:695",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024301","ENTROPIKA:695",NA,"Juliana Ospina","PRI695",NA,"ENTROPIKA",NA,"07:47:00","Juliana Ospina",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,4,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","8 km walked","Leticia","en","Evento",NA,NA,NA,"Juliana Ospina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024323","Leontocebus nigricollis (Spix, 1823)",-3.692397,-70.288298,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.757+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-09-01T00:00:00",25,"Amazonas",2007,9,1,"2007-09-01T00:00:00",NA,"2021-03-09T12:45:15.757+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:694",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024323","ENTROPIKA:694",NA,"Juliana Ospina","PRI694",NA,"ENTROPIKA",NA,"11:55:00","Juliana Ospina",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,6,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Agua Pudre",NA,NA,NA,NA,115,41,NA,NA,NA,"Rainforest","900.136.118-1","10 km walked","Leticia","en","Evento",NA,NA,NA,"Juliana Ospina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024327","Leontocebus nigricollis (Spix, 1823)",-3.799723,-70.184008,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.757+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-09-27T00:00:00",25,"Amazonas",2007,9,27,"2007-09-27T00:00:00",NA,"2021-03-09T12:45:15.757+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:701",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024327","ENTROPIKA:701",NA,"Juliana Ospina","PRI701",NA,"ENTROPIKA",NA,"12:22:00","Juliana Ospina",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,6,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","8 km walked","Leticia","en","Evento",NA,NA,NA,"Juliana Ospina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123024339","Leontocebus nigricollis (Spix, 1823)",-3.763624,-70.188719,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.754+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-09-25T00:00:00",25,"Amazonas",2007,9,25,"2007-09-25T00:00:00",NA,"2021-03-09T12:45:15.754+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:697",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123024339","ENTROPIKA:697",NA,"Juliana Ospina","PRI697",NA,"ENTROPIKA",NA,"11:35:00","Juliana Ospina",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,6,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Pucacuro",NA,NA,NA,NA,104,61,NA,NA,NA,"Rainforest","900.136.118-1","8 km walked","Leticia","en","Evento",NA,NA,NA,"Juliana Ospina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"Mocagua",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1563123793","Leontocebus nigricollis (Spix, 1823)",-3.57045,-69.887783,"cdround,gass84,colmano,inmano","e307fa47-ae87-4fc9-a1a5-b1415adac8be","76513b28-548d-480a-8859-bd7f45f8724b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T20:14:42.603+00:00","2021-03-09T12:28:33.217+00:00",180,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2007-10-16T00:00:00",NA,"Amazonas",2007,10,16,"2007-10-16T00:00:00",NA,"2021-03-09T12:28:33.217+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"Ome:Primates:Primates60",NA,NA,NA,NA,"Primates","1563123793","Ome:Primates:Primates60",NA,"Ángela Maldonado","Primates60",NA,"Ome",NA,"12:00/12:59","Ángela Maldonado",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,4,NA,"SOUTH_AMERICA","Tamarin",NA,NA,NA,NA,NA,74.9,0,NA,NA,NA,NA,"900.136.118-1","1:01:00 h","Leticia","es","Evento",NA,NA,NA,"Ángela Maldonado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leticia","Trocha:M",NA,"Saguinus nigricollis",NA,"succeded"
"Saguinus graellsi","1123023853","Leontocebus nigricollis (Spix, 1823)",-3.683036,-70.339956,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.772+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2006-01-17T00:00:00",25,"Amazonas",2006,1,17,"2006-01-17T00:00:00",NA,"2021-03-09T12:45:15.772+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:237",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123023853","ENTROPIKA:237",NA,"Juan David Sanchez","PRI237",NA,"ENTROPIKA",NA,"14:00:00","Juan David Sanchez",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,6,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","4 km walked","Leticia","en","Evento",NA,NA,NA,"Juan David Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123023855","Leontocebus nigricollis (Spix, 1823)",-3.681741,-70.34159,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.772+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2006-01-19T00:00:00",25,"Amazonas",2006,1,19,"2006-01-19T00:00:00",NA,"2021-03-09T12:45:15.772+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:250",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123023855","ENTROPIKA:250",NA,"Juan David Sanchez","PRI250",NA,"ENTROPIKA",NA,"15:40:00","Juan David Sanchez",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,2,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","13 km walked","Leticia","en","Evento",NA,NA,NA,"Juan David Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123023866","Leontocebus nigricollis (Spix, 1823)",-3.683694,-70.352053,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.768+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2006-01-18T00:00:00",25,"Amazonas",2006,1,18,"2006-01-18T00:00:00",NA,"2021-03-09T12:45:15.768+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:243",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123023866","ENTROPIKA:243",NA,"Juan David Sanchez","PRI243",NA,"ENTROPIKA",NA,"11:15:00","Juan David Sanchez",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,4,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","14 km walked","Leticia","en","Evento",NA,NA,NA,"Juan David Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123023867","Leontocebus nigricollis (Spix, 1823)",-3.679776,-70.354459,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.769+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2006-01-18T00:00:00",25,"Amazonas",2006,1,18,"2006-01-18T00:00:00",NA,"2021-03-09T12:45:15.769+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:244",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123023867","ENTROPIKA:244",NA,"Juan David Sanchez","PRI244",NA,"ENTROPIKA",NA,"14:35:00","Juan David Sanchez",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","14 km walked","Leticia","en","Evento",NA,NA,NA,"Juan David Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123023882","Leontocebus nigricollis (Spix, 1823)",-3.691429,-70.339174,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.764+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2006-01-19T00:00:00",25,"Amazonas",2006,1,19,"2006-01-19T00:00:00",NA,"2021-03-09T12:45:15.764+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:251",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123023882","ENTROPIKA:251",NA,"Juan David Sanchez","PRI251",NA,"ENTROPIKA",NA,"16:40:00","Juan David Sanchez",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,3,NA,"SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","13 km walked","Leticia","en","Evento",NA,NA,NA,"Juan David Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
"Saguinus graellsi","1123023897","Leontocebus nigricollis (Spix, 1823)",-3.682062,-70.341338,"cdround,osiic,colmano,inmano","8e60f836-c6cb-4c37-83c5-5966af2428f1","3a56fbe7-467b-4018-8876-f73dede15ea2","68845aab-a453-4816-b36d-a3ec8455deb0","CO","DWC_ARCHIVE","2021-03-03T00:33:45.179+00:00","2021-03-09T12:45:15.770+00:00",139,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",8628111,1,44,359,798,9620,5428933,8628111,8628111,"Leontocebus nigricollis (Spix, 1823)","Animalia","Chordata","Primates","Callitrichidae","Leontocebus","Leontocebus nigricollis","Leontocebus","nigricollis","SPECIES","ACCEPTED","LC","2006-01-20T00:00:00",25,"Amazonas",2006,1,20,"2006-01-20T00:00:00",NA,"2021-03-09T12:45:15.770+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","CO","none","none","Colombia",NA,"ENTROPIKA:253",NA,NA,NA,NA,"ENTROPIKA-PRIMATES","1123023897","ENTROPIKA:253",NA,"Juan David Sanchez","PRI253",NA,"ENTROPIKA",NA,"10:05:00","Juan David Sanchez",NA,"Leontocebus nigricollis (Spix, 1823)",NA,NA,NA,4,"Adult","SOUTH_AMERICA","Black Mantle Tamarin","Agua Blanca",NA,NA,NA,NA,95,34,NA,NA,NA,"Rainforest","900.136.118-1","14 km walked","Leticia","en","Evento",NA,NA,NA,"Juan David Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Census",NA,NA,"San Martín de Amacayacú",NA,"fe-primates-1.0",NA,NA,"succeded"
