"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","identificationRemarks","elevation","elevationAccuracy","continent","institutionKey","institutionID","municipality","county","locality","language","type","collectionID","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","sex","collectionKey","fieldNumber","preparations","locationRemarks","recordNumber","higherGeography","georeferenceProtocol","organismID","ownerInstitutionCode","startDayOfYear","datasetID","accessRights","higherClassification","typeStatus","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","verbatimSRS","verbatimCoordinateSystem","eventRemarks","http...rs.tdwg.org.dwc.terms.organismQuantityType","download"
"Aotus nancymaae","665729950","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.007+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,19,"1980-12-19T00:00:00",NA,"2021-03-30T10:22:17.007+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","67748dff-1c32-41d2-bc2a-c98e231c06b5",NA,NA,NA,NA,NA,"Mammals","665729950","67748dff-1c32-41d2-bc2a-c98e231c06b5",NA,"P. Hershkovitz","122771",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigre, 6 km above Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","137560","skin,skull","decimal degrees","PH-9269","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigre, 6 km above Rio Tigrillo","not recorded","2621539","FMNH","19","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665755289","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.312+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,20,"1980-12-20T00:00:00",NA,"2021-03-30T10:22:12.312+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","2561ca52-ab9f-495d-b893-d97a0e7675a7",NA,NA,NA,NA,NA,"Mammals","665755289","2561ca52-ab9f-495d-b893-d97a0e7675a7",NA,"P. Hershkovitz","122774",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","169390","skin,skull","decimal degrees","PH-9279","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigrillo","not recorded","2621542","FMNH","20","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665755290","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.479+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,20,"1980-12-20T00:00:00",NA,"2021-03-30T10:22:17.479+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","95c7f228-7605-4b89-a392-b0b1a60023e7",NA,NA,NA,NA,NA,"Mammals","665755290","95c7f228-7605-4b89-a392-b0b1a60023e7",NA,"P. Hershkovitz","122773",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","169391","skin,skull,carc","decimal degrees","PH-9278","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigrillo","not recorded","2621541","FMNH","20","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665755292","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:11.771+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,20,"1980-12-20T00:00:00",NA,"2021-03-30T10:22:11.771+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","1bc15801-349a-4499-81b7-91f78a8d7624",NA,NA,NA,NA,NA,"Mammals","665755292","1bc15801-349a-4499-81b7-91f78a8d7624",NA,"P. Hershkovitz","122772",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","151821","skin,skull","decimal degrees","PH-9277","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigrillo","not recorded","2621540","FMNH","20","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665878957","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.873+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,10,"1980-12-10T00:00:00",NA,"2021-03-30T10:22:13.873+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","96fc37f3-6cc9-4e0d-a640-2142f9f39cde",NA,NA,NA,NA,NA,"Mammals","665878957","96fc37f3-6cc9-4e0d-a640-2142f9f39cde",NA,"P. Hershkovitz","122767",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigre, just below Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","106281","skin,skull","decimal degrees","PH-9223","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigre, just below Rio Tigrillo","not recorded","2621535","FMNH","10","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665885679","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:11.313+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,7,"1980-12-07T00:00:00",NA,"2021-03-30T10:22:11.313+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","046f1b7e-932c-48d1-a143-1e624467b4ed",NA,NA,NA,NA,NA,"Mammals","665885679","046f1b7e-932c-48d1-a143-1e624467b4ed",NA,"P. Hershkovitz","122763",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigre, 1 km above Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","48318","skin,skull","decimal degrees","PH-9211","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigre, 1 km above Rio Tigrillo","not recorded","2621531","FMNH","7","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665885680","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.156+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,9,"1980-12-09T00:00:00",NA,"2021-03-30T10:22:15.156+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","d7edb01e-dd02-480f-a59f-ef3ee588c4d4",NA,NA,NA,NA,NA,"Mammals","665885680","d7edb01e-dd02-480f-a59f-ef3ee588c4d4",NA,"P. Hershkovitz","122764",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigre, 1 km above Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","48319","skin,skull","decimal degrees","PH-9218","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigre, 1 km above Rio Tigrillo","not recorded","2621532","FMNH","9","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665885681","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:16.966+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,9,"1980-12-09T00:00:00",NA,"2021-03-30T10:22:16.966+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","591f68af-9614-4b04-be8c-a996c10c1872",NA,NA,NA,NA,NA,"Mammals","665885681","591f68af-9614-4b04-be8c-a996c10c1872",NA,"P. Hershkovitz","122765",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigre, 1 km above Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","MALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","48320","skin,skull","decimal degrees","PH-9219","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigre, 1 km above Rio Tigrillo","not recorded","2621533","FMNH","9","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665885682","Aotus nancymaae Hershkovitz, 1983",-4.283333,-74.316666,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.094+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,9,"1980-12-09T00:00:00",NA,"2021-03-30T10:22:14.094+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","b54c3c2f-c022-48c1-a85c-3afefe5f20fc",NA,NA,NA,NA,NA,"Mammals","665885682","b54c3c2f-c022-48c1-a85c-3afefe5f20fc",NA,"P. Hershkovitz","122766",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,150,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,"Loreto","Rio Tigre, 1 km above Rio Tigrillo","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","48321","skin,skull","decimal degrees","PH-9220","South America, Peru, Loreto, Loreto, Neotropics: Rio Tigre, 1 km above Rio Tigrillo","not recorded","2621534","FMNH","9","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665885769","Aotus nancymaae Hershkovitz, 1983",-4.33785,-74.199997,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:16.490+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,17,"1980-12-17T00:00:00",NA,"2021-03-30T10:22:16.490+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","345d098e-6b0a-4081-9ffe-0a6ce15a83ca",NA,NA,NA,NA,NA,"Mammals","665885769","345d098e-6b0a-4081-9ffe-0a6ce15a83ca",NA,"P. Hershkovitz","122768",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,NA,"R Tigre, opposite Nueve York","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","48402","skin,skull","decimal degrees","PH-9261","South America, Peru, Loreto, Neotropics: R Tigre, opposite Nueve York","MaNIS georeferencing guidelines","2621536","FMNH","17","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus nancymaae","665885770","Aotus nancymaae Hershkovitz, 1983",-4.33785,-74.199997,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:17.533+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219589,1,44,359,798,3239574,2436667,5219589,5219589,"Aotus nancymaae Hershkovitz, 1983","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus nancymaae","Aotus","nancymaae","SPECIES","ACCEPTED","VU",NA,NA,"Loreto",1980,12,17,"1980-12-17T00:00:00",NA,"2021-03-30T10:22:17.533+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","a7a39824-2ac0-4a41-b63c-00f8e67fe2e3",NA,NA,NA,NA,NA,"Mammals","665885770","a7a39824-2ac0-4a41-b63c-00f8e67fe2e3",NA,"P. Hershkovitz","122769",NA,"FMNH",NA,NA,NA,NA,"Aotus nancymaae Hershkovitz, 1983",NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA","e71f36f1-e271-4720-a604-3c5a1418e7aa","FMNH",NA,NA,"R Tigre, opposite Nueve York","en","PhysicalObject","Mammals","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","FEMALE","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","48403","skin,skull","decimal degrees","PH-9262","South America, Peru, Loreto, Neotropics: R Tigre, opposite Nueve York","MaNIS georeferencing guidelines","2621537","FMNH","17","mammals-24-sep-2020","http://fieldmuseum.org/about/copyright-information","Animalia Chordata Mammalia Primates Aotidae",NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
